timestamp,d,y,p,r,a_x,a_y,a_z
15:21:38.588,82,117.36,24.54,-7.46,912,-445,-4257
15:21:38.694,79,117.63,24.54,-7.41,895,-446,-4191
15:21:38.872,76,126.53,24.62,-5.48,1010,-256,-4382
15:21:38.980,71,126.76,24.59,-5.37,1028,-260,-4362
15:21:39.050,75,126.97,24.55,-5.26,1016,-302,-4268
15:21:39.159,70,127.16,24.47,-5.22,1007,-344,-4209
15:21:39.230,71,127.34,24.35,-5.20,1010,-379,-4231
15:21:39.405,69,130.90,22.16,-4.88,1095,-349,-4324
15:21:39.473,70,130.97,22.11,-4.88,1096,-374,-4297
15:21:39.580,68,131.04,22.08,-4.89,1085,-354,-4300
15:21:39.651,63,131.11,22.05,-4.91,1089,-323,-4322
15:21:39.793,62,130.88,20.16,-5.15,1110,-124,-4353
15:21:39.904,61,130.83,20.10,-5.15,1098,-129,-4307
15:21:40.010,58,130.78,20.07,-5.14,1106,-131,-4304
15:21:40.082,62,130.72,20.03,-5.11,1102,-141,-4305
15:21:40.187,57,130.66,19.98,-5.07,1087,-133,-4259
15:21:40.326,61,129.45,19.90,-5.66,1118,-144,-4252
15:21:40.429,60,129.35,19.87,-5.67,1114,-143,-4223
15:21:40.531,59,129.25,19.89,-5.70,1130,-169,-4181
15:21:40.601,58,129.16,19.93,-5.75,1134,-185,-4154
15:21:40.712,56,129.05,19.96,-5.84,1157,-148,-4218
15:21:40.890,63,123.97,21.37,-7.60,920,-300,-3970
15:21:40.996,68,123.83,21.46,-7.73,932,-281,-4076
15:21:41.067,74,123.69,21.56,-7.82,944,-262,-4124
15:21:41.175,73,123.57,21.68,-7.89,976,-287,-4116
15:21:41.286,77,123.47,21.80,-7.98,991,-335,-4052
15:21:41.425,82,125.26,24.97,-10.00,1080,-116,-4287
15:21:41.497,84,125.54,25.13,-9.94,1067,-93,-4222
15:21:41.604,86,125.82,25.27,-9.88,1054,-66,-4264
15:21:41.709,85,126.11,25.40,-9.80,1080,-69,-4299
15:21:41.854,87,133.15,27.82,-8.83,965,91,-4100
15:21:41.923,87,133.39,27.90,-8.81,982,58,-4073
15:21:42.029,87,133.64,27.95,-8.80,974,78,-4104
15:21:42.137,89,133.90,28.02,-8.77,950,113,-4159
15:21:42.212,91,134.14,28.09,-8.71,939,135,-4226
15:21:42.355,88,141.45,29.53,-7.49,870,55,-4040
15:21:42.462,91,141.71,29.53,-7.49,871,71,-4020
15:21:42.529,88,141.96,29.54,-7.48,875,86,-4055
15:21:42.639,87,142.22,29.56,-7.48,880,87,-4104
15:21:42.748,88,142.48,29.56,-7.47,877,98,-4156
15:21:42.891,86,149.43,29.36,-6.46,802,70,-3988
15:21:42.960,87,149.59,29.33,-6.47,845,55,-4015
15:21:43.068,83,149.76,29.30,-6.47,907,46,-4092
15:21:43.139,85,149.92,29.24,-6.45,983,-1,-4169
15:21:43.286,80,154.01,27.68,-5.84,1092,12,-4262
15:21:43.395,77,154.15,27.55,-5.82,1020,66,-4256
15:21:43.499,73,154.30,27.48,-5.77,944,121,-4190
15:21:43.572,73,154.43,27.46,-5.74,873,152,-4119
15:21:43.677,64,154.54,27.43,-5.73,795,222,-4104
15:21:43.818,66,153.34,24.84,-6.18,1126,172,-4174
15:21:43.925,61,153.30,24.73,-6.18,1142,181,-4194
15:21:43.994,61,153.27,24.68,-6.16,1154,195,-4232
15:21:44.104,59,153.27,24.67,-6.12,1142,191,-4240
15:21:44.175,54,153.27,24.68,-6.05,1094,196,-4187
15:21:44.383,56,149.27,24.45,-7.03,824,259,-3959
15:21:44.490,66,149.08,24.47,-7.15,875,257,-3918
15:21:44.560,60,148.89,24.49,-7.27,916,257,-3955
15:21:44.662,65,148.69,24.48,-7.41,1010,247,-4026
15:21:44.737,59,148.51,24.48,-7.52,1040,240,-4125
15:21:44.914,65,144.29,25.00,-8.80,1017,248,-4234
15:21:44.982,69,144.22,25.06,-8.79,1094,227,-4178
15:21:45.088,67,144.17,25.08,-8.82,1192,142,-4203
15:21:45.196,70,144.17,25.08,-8.86,1219,116,-4252
15:21:45.340,71,146.28,25.70,-9.84,1168,344,-4203
15:21:45.412,72,146.51,25.85,-9.82,1149,378,-4167
15:21:45.515,74,146.72,25.97,-9.81,1187,360,-4202
15:21:45.621,74,146.93,26.03,-9.80,1230,334,-4246
15:21:45.687,74,147.16,26.06,-9.79,1243,323,-4249
15:21:45.830,76,156.38,27.26,-9.07,1188,202,-4304
15:21:45.937,77,156.72,27.22,-9.04,1183,179,-4286
15:21:46.041,77,157.09,27.19,-9.02,1183,166,-4294
15:21:46.113,81,157.49,27.16,-8.98,1145,230,-4284
15:21:46.217,77,157.85,27.17,-8.91,1102,270,-4237
15:21:46.392,81,170.98,27.85,-6.43,1004,350,-4210
15:21:46.497,77,171.36,27.84,-6.33,962,389,-4198
15:21:46.609,75,171.70,27.81,-6.24,933,402,-4217
15:21:46.675,72,172.00,27.77,-6.17,991,359,-4261
15:21:46.786,68,172.30,27.70,-6.10,1072,333,-4342
15:21:46.925,62,177.61,25.22,-3.93,1080,373,-4281
15:21:47.029,63,177.67,25.11,-3.90,1061,358,-4203
15:21:47.100,58,177.72,24.99,-3.90,1027,344,-4131
15:21:47.210,60,177.75,24.86,-3.94,996,355,-4146
15:21:47.355,59,176.97,22.77,-4.90,1038,343,-4171
15:21:47.460,58,176.94,22.77,-5.03,1051,380,-4214
15:21:47.529,58,176.87,22.70,-5.17,1134,349,-4270
15:21:47.631,57,176.80,22.55,-5.31,1168,348,-4346
15:21:47.737,54,176.75,22.41,-5.42,1190,352,-4412
15:21:47.880,54,175.04,22.72,-7.67,851,540,-4229
15:21:47.950,51,174.93,22.79,-7.69,810,528,-4103
15:21:48.056,50,174.81,22.90,-7.75,804,542,-4111
15:21:48.165,51,174.64,22.94,-7.82,811,535,-4171
15:21:48.235,57,174.43,22.92,-7.90,831,508,-4224
15:21:48.376,57,168.32,23.17,-10.97,849,542,-4204
15:21:48.479,56,168.14,23.24,-11.03,791,550,-4257
15:21:48.584,61,167.91,23.24,-11.08,779,509,-4249
15:21:48.651,62,167.68,23.23,-11.15,784,466,-4213
15:21:48.822,67,166.96,24.29,-13.20,1146,396,-4329
15:21:48.896,76,167.18,24.43,-13.17,1118,407,-4266
15:21:49.006,75,167.39,24.57,-13.15,1117,426,-4238
15:21:49.075,77,167.58,24.67,-13.12,1208,398,-4266
15:21:49.181,80,167.81,24.71,-13.08,1309,376,-4283
15:21:49.322,79,176.33,27.53,-11.48,896,699,-4105
15:21:49.425,79,176.58,27.57,-11.44,942,694,-4156
15:21:49.530,85,176.85,27.63,-11.39,985,680,-4241
15:21:49.597,81,177.15,27.75,-11.31,946,696,-4294
15:21:49.701,85,177.46,27.92,-11.19,23049,16012,-17610
15:21:49.847,81,-174.07,28.71,-9.93,802,668,-4147
15:21:49.949,88,-173.81,28.71,-9.92,739,667,-4148
15:21:50.017,85,-173.56,28.76,-9.89,667,680,-4173
15:21:50.123,84,-173.33,28.81,-9.84,668,660,-4180
15:21:50.232,83,-173.11,28.83,-9.79,705,625,-4196
15:21:50.375,79,-165.59,29.19,-8.98,783,659,-4219
15:21:50.442,79,-165.36,29.18,-8.92,764,685,-4212
15:21:50.551,79,-165.13,29.18,-8.85,728,692,-4190
15:21:50.656,74,-164.92,29.17,-8.80,713,696,-4186
15:21:50.724,72,-164.72,29.13,-8.77,737,689,-4213
15:21:50.868,64,-160.00,26.77,-6.80,650,754,-4107
15:21:50.974,62,-160.07,26.59,-6.85,721,761,-4166
15:21:51.083,66,-160.09,26.46,-6.88,756,785,-4224
15:21:51.152,58,-160.07,26.38,-6.86,782,790,-4229
15:21:51.260,64,-160.03,26.31,-6.86,810,795,-4212
15:21:51.400,60,-162.28,23.62,-9.13,1070,886,-4480
15:21:51.506,61,-162.47,23.40,-9.23,1136,893,-4595
15:21:51.574,57,-162.60,23.21,-9.26,1069,876,-4569
15:21:51.678,54,-162.66,23.12,-9.24,977,854,-4457
15:21:51.782,50,-162.71,23.08,-9.25,911,826,-4358
15:21:51.923,55,-168.46,20.50,-9.71,565,916,-4276
15:21:51.993,53,-168.79,20.46,-9.79,638,922,-4372
15:21:52.100,56,-169.12,20.43,-9.84,657,914,-4380
15:21:52.206,54,-169.44,20.42,-9.88,672,917,-4360
15:21:52.349,53,-173.60,20.92,-10.73,724,840,-4183
15:21:52.419,57,-173.75,20.88,-10.83,736,855,-4312
15:21:52.527,57,-173.90,20.81,-10.88,717,873,-4410
15:21:52.635,63,-174.03,20.78,-10.89,671,862,-4349
15:21:52.706,67,-174.13,20.81,-10.92,678,839,-4193
15:21:52.846,73,-173.14,22.07,-13.44,895,1005,-4525
15:21:52.949,72,-172.94,22.15,-13.45,909,1002,-4571
15:21:53.054,77,-172.69,22.29,-13.42,915,993,-4572
15:21:53.123,78,-172.40,22.44,-13.37,899,978,-4496
15:21:53.227,78,-172.10,22.58,-13.34,848,976,-4421
15:21:53.366,85,-163.37,25.39,-12.78,540,825,-4208
15:21:53.473,84,-163.14,25.36,-12.80,555,863,-4284
15:21:53.545,85,-162.90,25.38,-12.75,580,879,-4286
15:21:53.651,86,-162.64,25.43,-12.71,622,886,-4214
15:21:53.761,86,-162.39,25.47,-12.72,685,895,-4177
15:21:53.898,84,-153.61,25.97,-11.38,473,853,-4268
15:21:53.969,87,-153.33,25.99,-11.28,500,842,-4218
15:21:54.074,85,-153.05,26.00,-11.18,559,861,-4137
15:21:54.181,78,-152.76,26.03,-11.10,558,855,-4047
15:21:54.254,81,-152.45,26.10,-11.05,535,866,-4065
15:21:54.394,77,-145.74,24.68,-8.91,408,1044,-4332
15:21:54.502,74,-145.65,24.53,-8.89,411,1046,-4367
15:21:54.606,71,-145.57,24.39,-8.86,381,1068,-4417
15:21:54.675,69,-145.46,24.30,-8.79,321,1074,-4415
15:21:54.781,71,-145.33,24.27,-8.68,301,1080,-4370
15:21:54.925,71,-144.85,21.84,-8.32,522,1186,-4291
15:21:55.030,67,-144.97,21.72,-8.33,593,1214,-4343
15:21:55.101,62,-145.02,21.64,-8.34,675,1222,-4374
15:21:55.208,57,-144.98,21.66,-8.32,618,1197,-4372
15:21:55.319,57,-144.89,21.76,-8.27,548,1201,-4348
15:21:55.496,57,-148.31,19.80,-7.80,366,1117,-4333
15:21:55.571,57,-148.42,19.76,-7.75,356,1137,-4316
15:21:55.675,56,-148.50,19.76,-7.70,319,1131,-4230
15:21:55.778,61,-148.59,19.79,-7.68,279,1152,-4184
15:21:55.881,56,-148.68,19.79,-7.68,253,1152,-4200
15:21:56.023,56,-153.48,20.81,-8.22,529,1171,-4299
15:21:56.096,59,-153.56,20.88,-8.24,471,1154,-4322
15:21:56.200,64,-153.63,20.96,-8.26,441,1134,-4332
15:21:56.306,62,-153.74,20.99,-8.29,460,1129,-4327
15:21:56.448,69,-154.74,22.07,-10.26,345,1125,-4227
15:21:56.516,72,-154.72,22.09,-10.38,356,1135,-4310
15:21:56.628,80,-154.72,22.05,-10.48,386,1170,-4386
15:21:56.700,75,-154.65,22.07,-10.54,397,1192,-4367
15:21:56.806,78,-154.52,22.19,-10.58,380,1171,-4282
